perl-error 0.17029-3
perl-json-xs 4.03-1
perl-mailtools 2.21-5
perl-timedate 2.33-3
perl-types-serialiser 1.0-7
phodav 2.5-1
phonon-qt5 4.11.1-2
phonon-qt5-gstreamer 4.10.0-2
picmi 21.04.3-1
pim-data-exporter 21.04.3-1
pim-sieve-editor 21.04.3-1
pimcommon 21.04.3-1
pinentry 1.1.1-1
pipewire 1:0.3.32-1
pixman 0.40.0-1
pkgconf 1.7.3-1
pkgfile 21-2
plasma-framework 5.84.0-1
plasma-integration 5.22.4-1
plasma-wayland-session 5.22.4-2
plasma-workspace 5.22.4-2
polkit 0.119-1
polkit-qt5 0.114.0-1
polybar 3.5.6-1
poppler 21.07.0-3
poppler-glib 21.07.0-3
poppler-qt5 21.07.0-3
popt 1.18-1
portaudio 1:19.7.0-1
poxml 21.04.3-1
ppp 2.4.9-1
print-manager 21.04.3-1
prison 5.84.0-1
procps-ng 3.3.17-1
protobuf 3.17.3-1
psmisc 23.4-1
pulseaudio 15.0-1
pulseaudio-alsa 1:1.2.5-2
pulseaudio-qt 1.3-1
purpose 5.84.0-1
python 3.9.6-1
python-anytree 2.8.0-3
python-appdirs 1.4.4-3
python-attrs 21.2.0-1
python-automat 20.2.0-6
python-babel 2.9.1-1
python-beaker 1.11.0-6
python-cachecontrol 0.12.6-3
python-cairo 1.20.0-3
python-cffi 1.14.6-1
python-chardet 4.0.0-2
python-click 8.0.1-1
python-colorama 0.4.4-3
python-constantly 15.1.0-9
python-contextlib2 0.6.0.post1-3
python-cryptography 3.4.7-1
python-distlib 0.3.2-1
python-distro 1.5.0-3
python-dnspython 1:1.16.0-3
python-docutils 0.17.1-1
python-evdev 1.4.0-1
python-filelock 3.0.12-5
python-gobject 3.40.1-1
python-html5lib 1.1-6
python-hyperlink 21.0.0-2
python-idna 3.2-1
python-imagesize 1.2.0-4
python-importlib-metadata 4.6.1-1
python-incremental 21.3.0-2
python-jinja 3.0.1-1
python-lxml 4.6.3-1
python-mako 1.1.4-1
python-markdown 3.3.4-1
python-markupsafe 2.0.1-1
python-more-itertools 8.8.0-1
python-msgpack 1.0.2-2
python-netifaces 0.11.0-1
python-ordered-set 4.0.2-3
python-packaging 20.9-1
python-pep517 0.11.0-1
python-pillow 8.3.1-1
python-pip 20.3.4-1
python-platformdirs 2.0.2-1
python-ply 3.11-7
python-progress 1.5-5
python-psutil 5.8.0-1
python-pycparser 2.20-3
python-pygments 2.9.0-1
python-pyopenssl 20.0.1-1
python-pyparsing 2.4.7-3
python-pyqt5 5.15.4-1
python-pyqt5-sip 12.9.0-1
python-pytz 2021.1-1
python-requests 2.26.0-1
python-resolvelib 0.5.5-1
python-retrying 1.3.3-9
python-setuptools 1:57.4.0-1
python-six 1.16.0-1
python-snowballstemmer 2.1.0-1
python-sphinx 4.1.2-1
python-sphinx-alabaster-theme 0.7.12-6
python-sphinxcontrib-applehelp 1.0.2-6
python-sphinxcontrib-devhelp 1.0.2-6
python-sphinxcontrib-htmlhelp 2.0.0-1
python-sphinxcontrib-jsmath 1.0.1-9
python-sphinxcontrib-qthelp 1.0.3-6
python-sphinxcontrib-serializinghtml 1.1.5-1
python-toml 0.10.2-3
python-tomli 1.1.0-2
python-twisted 21.2.0-3
python-urllib3 1.26.6-1
python-virtualenv 20.6.0-1
python-webencodings 0.5.1-6
python-yaml 5.4.1.1-2
python-zipp 3.5.0-1
python-zope-interface 5.4.0-1
python2 2.7.18-3
qca-qt5 2.3.3-1
qemu 6.0.0-3
qemu-arch-extra 6.0.0-3
qgpgme 1.16.0-1
qhull 2020.2-4
qqc2-desktop-style 5.84.0-1
qrencode 4.1.1-1
qt-gstreamer 1.2.0-4
qt5-base 5.15.2+kde+r210-1
qt5-declarative 5.15.2+kde+r29-1
qt5-graphicaleffects 5.15.2-1
qt5-location 5.15.2-3
qt5-multimedia 5.15.2-1
qt5-networkauth 5.15.2-1
qt5-quickcontrols 5.15.2-1
qt5-quickcontrols2 5.15.2-1
qt5-script 5.15.5-2
qt5-sensors 5.15.2-1
qt5-speech 5.15.2-1
qt5-svg 5.15.2+kde+r7-1
qt5-tools 5.15.2+kde+r17-3
qt5-wayland 5.15.2+kde+r29-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.5-1
qt5-webkit 5.212.0alpha4-10
qt5-x11extras 5.15.2-1
qt5-xmlpatterns 5.15.2-1
qtkeychain-qt5 0.12.0-1
quazip 1.1-1
raptor 2.0.15-16
rav1e 0.4.1-1
re2 1:20210601-1
readline 8.1.001-1
reiserfsprogs 3.6.27-3
rest 0.8.1-3
rhash 1.4.2-1
rocs 21.04.3-1
rofi 1.6.1-1
rsync 3.2.3-4
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
rttr 0.9.6-3
ruby 3.0.2-1
ruby-irb 1.3.6-1
ruby-reline 0.2.5-1
rubygems 3.2.21-1
run-parts 4.11.2-1
rxvt-unicode 9.26-2
rxvt-unicode-terminfo 9.26-2
sane 1.0.32-3
sbc 1.5-2
screen 4.8.0-3
scrot 1.6-1
sddm 0.19.0-6
sdl2 2.0.14-1
seabios 1.14.0-1
sed 4.8-1
semver 7.3.5-2
serd 0.30.10-1
shaderc 2021.1-1
shadow 4.8.1-4
shared-mime-info 2.0+57+gc1d1c70-1
signon-kwallet-extension 21.04.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-2
signond 8.60-3
slang 2.3.2-2
smartmontools 7.2-1
smbclient 4.14.6-1
snapd 2.51.1-1
snapd-glib 1.59-1
snappy 1.1.8-2
solid 5.84.0-1
sonnet 5.84.0-1
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.2-1
source-highlight 3.1.9-5
spandsp 0.0.6-3
spectacle 21.04.3-1
speex 1.2.0-3
speexdsp 1.2.0-2
spglib 1.16.1-2
spice 0.15.0-1
spice-gtk 0.39-3
spirv-tools 2021.1-1
sqlite 3.36.0-1
squashfs-tools 4.5-1
sratom 0.6.8-1
srt 1.4.3-1
startup-notification 0.12-7
steam 1.0.0.71-1
step 21.04.3-2
sudo 1.9.7.p2-1
svgpart 21.04.3-1
svt-av1 0.8.7-1
svt-hevc 1.5.1-1
sweeper 21.04.3-1
swig 4.0.2-2
syndication 5.84.0-1
syntax-highlighting 5.84.0-1
sysfsutils 2.1.1-1
systemd 249.2-1
systemd-libs 249.2-1
systemd-sysvcompat 249.2-1
systemsettings 5.22.4-1
taglib 1.12-1
talloc 2.3.3-1
tar 1.34-1
tcl 8.6.11-1
tdb 1.4.5-1
telepathy-accounts-signon 2.1-2
telepathy-farstream 0.6.2-7
telepathy-glib 0.24.2-2
telepathy-kde-accounts-kcm 21.04.3-1
telepathy-kde-approver 21.04.3-1
telepathy-kde-auth-handler 21.04.3-1
telepathy-kde-call-ui 21.04.3-1
telepathy-kde-common-internals 21.04.3-1
telepathy-kde-contact-list 21.04.3-1
telepathy-kde-contact-runner 21.04.3-1
telepathy-kde-desktop-applets 21.04.3-1
telepathy-kde-filetransfer-handler 21.04.3-1
telepathy-kde-integration-module 21.04.3-1
telepathy-kde-send-file 21.04.3-1
telepathy-kde-text-ui 21.04.3-1
telepathy-logger 0.8.2-5
telepathy-logger-qt 17.09.0-1
telepathy-mission-control 5.16.6-1
telepathy-qt 0.9.8-2
tevent 1:0.11.0-1
texinfo 6.8-2
thin-provisioning-tools 0.9.0-1
threadweaver 5.84.0-1
timeshift 20.11.1+4+gd437358-1
tint2 17.0.1-1
tinyxml 2.6.2-7
tree 1.8.0-2
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-hack 3.003-3
twolame 0.4.0-2
tzdata 2021a-1
udftools 2.3-1
udisks2 2.9.2-1
umbrello 21.04.3-1
unrar 1:6.0.7-1
unzip 6.0-14
upower 0.99.12-2
usbmuxd 1.1.1-1
usbredir 0.9.0-1
usbutils 013-1
util-linux 2.37.1-1
util-linux-libs 2.37.1-1
v4l-utils 1.20.0-1
vala 0.52.4-1
vde2 2.3.2-16
ventoy-bin 1.0.46-2
vid.stab 1.1-3
vim 8.2.2891-1
vim-runtime 8.2.2891-1
virglrenderer 0.9.1-1
virt-install 3.2.0-1
virt-manager 3.2.0-1
vivaldi 4.1.2369.11-1
vlc 3.0.16-2
vmaf 1.5.3-1
volume_key 0.3.12-5
vte-common 0.64.2-2
vte3 0.64.2-2
vtk 8.2.0-20
vulkan-headers 1:1.2.185-1
vulkan-icd-loader 1.2.185-1
vulkan-radeon 21.1.5-1
wavpack 5.4.0-1
wayland 1.19.0-1
wayland-protocols 1.21-1
webkit2gtk 2.32.3-1
webrtc-audio-processing 0.3.1-3
wget 1.21.1-1
which 2.21-5
wildmidi 0.4.4-1
wine 6.13-1
wine-gecko 2.47.2-1
winetricks 20210206-1
woff2 1.0.2-3
wpa_supplicant 2:2.9-8
wpebackend-fdo 1.10.0-1
x264 3:0.161.r3039.544c61f-1
x265 3.5-1
xapian-core 1:1.4.18-1
xapp 2.2.2-1
xcb-proto 1.14.1-3
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xdg-dbus-proxy 0.1.2-3
xdg-desktop-portal 1.8.1-1
xdg-desktop-portal-kde 5.22.4-1
xdg-utils 1.1.3+19+g9816ebb-1
xerces-c 3.2.3-3
xf86-input-libinput 1.1.0-1
xf86-video-vesa 2.5.0-1
xfsprogs 5.12.0-1
xkeyboard-config 2.33-1
xorg-bdftopcf 1.1-2
xorg-docs 1.7.1-3
xorg-font-util 1.3.2-2
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.8-2
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.12-2
xorg-server-common 1.20.12-2
xorg-server-devel 1.20.12-2
xorg-server-xephyr 1.20.12-2
xorg-server-xnest 1.20.12-2
xorg-server-xvfb 1.20.12-2
xorg-sessreg 1.1.2-2
xorg-setxkbmap 1.3.2-2
xorg-smproxy 1.0.6-3
xorg-util-macros 1.19.3-1
xorg-x11perf 1.6.1-2
xorg-xauth 1.1-2
xorg-xbacklight 1.2.3-2
xorg-xcmsdb 1.0.5-3
xorg-xcursorgen 1.0.7-2
xorg-xdpyinfo 1.3.2-4
xorg-xdriinfo 1.0.6-2
xorg-xev 1.2.4-1
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-3
xorg-xkbutils 1.0.4-4
xorg-xkill 1.0.5-2
xorg-xlsatoms 1.1.3-2
xorg-xlsclients 1.1.4-2
xorg-xmessage 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xpr 1.0.5-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvinfo 1.1.4-2
xorg-xwayland 21.1.2-1
xorg-xwd 1.0.7-2
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2021.4-1
xss-lock 0.3.0.g1e158fb20108-4
xvidcore 1.3.7-2
xxhash 0.8.0-1
xz 5.2.5-1
yajl 2.1.0-4
yakuake 21.04.3-1
yaml-cpp 0.6.3-2
youtube-dl 2021.06.06-1
zbar 0.23.1-7
zenity 3.32.0+55+gd7bedff-1
zeroconf-ioslave 21.04.3-1
zeromq 4.3.4-1
zimg 3.0.2-1
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.8.0-1
zlib 1:1.2.11-4
zstd 1.5.0-1
zvbi 0.2.35-4
zxing-cpp 1.2.0-1
